Time,Position,Velocity,Ene_0,Ene_1,Pop_0,Pop_1,State
229.000,-9.08400004,0.00400000,-0.01000000,0.01000000,1.00000000,0.00000000,0
230.000,-9.08000004,0.00400000,-0.01000000,0.01000000,1.00000000,0.00000000,0
231.000,-9.07600004,0.00400000,-0.01000000,0.01000000,1.00000000,0.00000000,0
232.000,-9.07200004,0.00400000,-0.01000000,0.01000000,1.00000000,0.00000000,0
233.000,-9.06800004,0.00400000,-0.01000000,0.01000000,1.00000000,0.00000000,0
234.000,-9.06400004,0.00400000,-0.00999999,0.00999999,1.00000000,0.00000000,0
235.000,-9.06000004,0.00400000,-0.00999999,0.00999999,1.00000000,0.00000000,0
236.000,-9.05600004,0.00400000,-0.00999999,0.00999999,1.00000000,0.00000000,0
237.000,-9.05200004,0.00400000,-0.00999999,0.00999999,1.00000000,0.00000000,0
238.000,-9.04800005,0.00400000,-0.00999999,0.00999999,1.00000000,0.00000000,0
239.000,-9.04400005,0.00400000,-0.00999999,0.00999999,1.00000000,0.00000000,0
240.000,-9.04000005,0.00400000,-0.00999999,0.00999999,1.00000000,0.00000000,0
241.000,-9.03600005,0.00400000,-0.00999999,0.00999999,1.00000000,0.00000000,0
242.000,-9.03200005,0.00400000,-0.00999999,0.00999999,1.00000000,0.00000000,0
243.000,-9.02800005,0.00400000,-0.00999999,0.00999999,1.00000000,0.00000000,0
244.000,-9.02400005,0.00400000,-0.00999999,0.00999999,1.00000000,0.00000000,0
245.000,-9.02000005,0.00400000,-0.00999999,0.00999999,1.00000000,0.00000000,0
246.000,-9.01600005,0.00400000,-0.00999999,0.00999999,1.00000000,0.00000000,0
247.000,-9.01200005,0.00400000,-0.00999999,0.00999999,1.00000000,0.00000000,0
248.000,-9.00800005,0.00400000,-0.00999999,0.00999999,1.00000000,0.00000000,0
249.000,-9.00400005,0.00400000,-0.00999999,0.00999999,1.00000000,0.00000000,0
250.000,-9.00000005,0.00400000,-0.00999999,0.00999999,1.00000000,0.00000000,0
251.000,-8.99600005,0.00400000,-0.00999999,0.00999999,1.00000000,0.00000000,0
252.000,-8.99200005,0.00400000,-0.00999999,0.00999999,1.00000000,0.00000000,0
